,MonthlyCharges,Churn,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1603,64.65,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1604,95.75,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1605,19.55,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1606,104.1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1607,89.05,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1608,20.1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1609,111.55,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1610,60.5,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1611,90.95,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1612,87.4,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1613,19.7,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1614,50.95,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1615,20.05,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1616,19.4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1617,59.45,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1618,94.75,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1619,81.5,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1620,29.05,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1621,86.45,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1622,70.6,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1623,97.2,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1624,98.25,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1625,75.75,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1626,59.2,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1627,75.9,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1628,90.05,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1629,70.95,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1630,102.6,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1631,85.35,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1632,106.1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1633,43.8,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1634,59.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1635,69.95,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1636,24.35,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1637,29.45,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1638,84.4,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1639,45.05,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1640,20.65,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1641,87.1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1642,19.85,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1643,90.35,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1644,109.8,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1645,84.65,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1646,65.5,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1647,79.5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1648,80.95,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1649,56.15,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1650,85.8,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1651,79.1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1652,34.4,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1653,20.75,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1654,18.8,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1655,44.3,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1656,90.8,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1657,25.6,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1658,105.95,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
1659,70.8,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1660,25.4,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1661,108.8,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1662,69.75,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1663,94.65,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1664,96.05,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1665,76.85,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1666,20.25,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1667,24.8,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1668,115.65,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1669,74.6,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1670,50.15,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
1671,103.15,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1672,72.1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1673,113.6,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1674,25.1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1675,78.9,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1676,80.15,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1677,25.4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1678,105.4,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1679,45.75,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1680,24.45,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1681,25.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1682,85.25,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1683,19.6,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1684,50.15,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1685,70.55,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1686,60.05,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1687,26.4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1688,20.15,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1689,58.85,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
1690,97.55,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1691,19.65,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1692,25.25,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
1693,114.45,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1694,34.7,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1695,70.7,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1696,85.3,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1697,75.55,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1698,84.8,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1699,20.65,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1700,20.45,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1701,102.45,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1702,104.4,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1703,35.65,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1704,99.75,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
1705,90.45,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1706,97.65,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1707,73.85,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1708,74.4,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1709,69.1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1710,82.75,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1711,24.4,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1712,55.25,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1713,61.35,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1714,76.75,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1715,19.4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1716,54.75,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1717,19.7,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1718,19.9,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1719,107.95,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1720,83.8,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1721,74.25,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1722,56.4,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1723,20.1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1724,94.9,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1725,94.2,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1726,49.9,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1727,71.05,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1728,81.65,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1729,89.45,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1730,59.85,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1731,69.6,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1732,99.0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1733,19.05,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1734,45.4,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1735,114.45,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1736,19.5,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1737,44.25,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1738,90.55,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1739,69.9,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1740,20.4,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1741,71.4,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1742,87.15,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1743,24.85,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1744,104.45,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1745,19.8,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1746,116.45,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1747,84.75,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1748,20.05,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1749,110.75,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1750,89.7,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1751,89.95,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1752,48.7,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1753,96.6,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1754,74.3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1755,54.3,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1756,74.85,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1757,79.95,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
1758,20.05,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1759,19.4,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1760,54.9,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
1761,24.45,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1762,89.65,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1763,45.4,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1764,75.7,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1765,110.65,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1766,20.55,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1767,115.15,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1768,58.55,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1769,93.25,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1770,113.2,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1771,90.5,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1772,79.0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1773,19.35,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1774,48.75,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1775,109.05,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1776,25.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1777,54.9,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1778,24.75,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1779,91.15,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1780,20.15,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
1781,104.35,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1782,66.05,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1783,71.65,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1784,20.35,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1785,92.2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1786,84.25,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1787,105.2,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1788,19.6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1789,30.4,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1790,78.1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1791,61.5,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1792,69.4,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1793,24.75,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1794,91.05,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1795,89.65,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1796,73.65,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1797,19.4,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1798,26.2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1799,98.7,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1800,43.85,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1801,69.7,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1802,38.55,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1803,53.1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1804,20.65,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1805,64.45,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1806,25.1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1807,76.35,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1808,79.15,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1809,85.0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1810,95.15,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1811,79.35,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1812,96.65,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1813,75.5,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1814,19.7,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1815,20.5,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1816,19.2,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1817,98.35,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1818,74.35,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1819,51.35,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1820,45.65,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1821,85.3,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1822,86.55,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1823,73.85,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1824,20.3,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1825,54.2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1826,90.65,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1827,50.9,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1828,25.05,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1829,74.85,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1830,20.5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1831,63.55,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1832,44.85,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1833,47.95,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1834,45.1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1835,45.0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1836,96.0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1837,20.05,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1838,90.05,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1839,25.3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1840,108.65,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1841,24.3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1842,75.95,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1843,19.7,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1844,66.4,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1845,35.75,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1846,18.8,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1847,19.4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1848,19.3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1849,45.55,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1850,67.45,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1851,35.1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1852,46.2,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1853,45.15,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1854,43.3,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1855,20.1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1856,57.15,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1857,58.9,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1858,73.2,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1859,85.35,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1860,19.45,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1861,45.95,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1862,50.5,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1863,25.1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1864,60.7,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1865,99.0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1866,104.4,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1867,83.75,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1868,44.05,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1869,24.1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1870,45.55,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1871,93.8,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1872,19.7,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1873,70.65,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1874,86.45,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1875,114.1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1876,95.2,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1877,88.55,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1878,20.75,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1879,70.05,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1880,86.0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1881,44.65,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1882,60.2,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1883,100.5,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1884,55.45,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1885,70.3,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1886,60.4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
1887,72.65,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1888,55.8,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1889,31.1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1890,21.0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1891,45.1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1892,50.95,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1893,69.1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1894,43.95,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1895,86.5,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
